STATE_UT,DISTRICT,YEAR,LATITUDE,LONGITUDE,TOTAL_IPC_CRIMES,VIOLENT_CRIMES,PROPERTY_CRIMES,WOMEN_CRIMES,ECONOMIC_CRIMES,OTHER_CRIMES,VIOLENT_CRIME_RATIO,PROPERTY_CRIME_RATIO,WOMEN_CRIME_RATIO,ECONOMIC_CRIME_RATIO,DISTRICT_RISK_SCORE,STATE_RISK_SCORE,HIGH_SEVERITY_FLAG,LOCATION_CLUSTER
Jharkhand,Hazaribagh,2014,23.5352,85.2049,3039,377,1154,264,147,1097,0.1241,0.3797,0.0869,0.0484,2693.86,1478.84,0,2
Jharkhand,Jamshedpur,2014,23.8202,85.4899,3985,507,2153,307,432,586,0.1272,0.5403,0.077,0.1084,3374.57,1478.84,0,2
Jharkhand,Jamshedpur Railway,2014,23.6502,85.3199,270,27,237,4,6,0,0.1,0.8778,0.0148,0.0222,270.0,1478.84,0,2
Jharkhand,Jamtara,2014,23.6302,85.2999,1032,137,294,169,77,355,0.1328,0.2849,0.1638,0.0746,675.86,1478.84,0,2
Jharkhand,Khunti,2014,23.3752,85.0449,419,156,79,33,9,142,0.3723,0.1885,0.0788,0.0215,366.12,1478.84,1,2
Jharkhand,Koderma,2014,23.8052,85.4749,1344,146,316,85,60,737,0.1086,0.2351,0.0632,0.0446,957.29,1478.84,0,2
Jharkhand,Latehar,2014,23.6402,85.3099,859,147,235,75,18,384,0.1711,0.2736,0.0873,0.021,545.14,1478.84,0,2
Jharkhand,Lohardagga,2014,23.8352,85.5049,536,137,200,122,29,48,0.2556,0.3731,0.2276,0.0541,511.86,1478.84,1,2
Jharkhand,Pakur,2014,23.4152,85.0849,839,148,218,217,49,207,0.1764,0.2598,0.2586,0.0584,735.0,1478.84,0,2
Jharkhand,Palamu,2014,23.5902,85.2599,2556,446,573,164,60,1313,0.1745,0.2242,0.0642,0.0235,1862.36,1478.84,0,2
Jharkhand,Ramgarh,2014,23.4852,85.1549,1488,277,698,166,60,287,0.1862,0.4691,0.1116,0.0403,1132.12,1478.84,0,2
Jharkhand,Ranchi,2014,23.4002,85.0699,2681,1033,1204,213,115,116,0.3853,0.4491,0.0794,0.0429,4054.5,1478.84,1,2
Jharkhand,Sahebganj,2014,23.5702,85.2399,1522,252,244,293,91,642,0.1656,0.1603,0.1925,0.0598,1001.5,1478.84,0,2
Jharkhand,Saraikela,2014,23.5452,85.2149,1108,196,508,150,25,229,0.1769,0.4585,0.1354,0.0226,907.36,1478.84,0,2
Jharkhand,Simdega,2014,23.4902,85.1599,421,150,100,72,17,82,0.3563,0.2375,0.171,0.0404,382.86,1478.84,1,2
Karnataka,Bagalkot,2014,15.1423,75.5389,2131,218,572,293,103,945,0.1023,0.2684,0.1375,0.0483,2085.21,3861.99,0,1
Karnataka,Bengaluru City,2014,15.4023,75.7989,33800,4116,25567,2031,3145,0,0.1218,0.7564,0.0601,0.093,33800.0,3861.99,1,1
Karnataka,Bengaluru District,2014,15.3523,75.7489,5567,602,1858,509,331,2267,0.1081,0.3338,0.0914,0.0595,5567.0,3861.99,1,1
Karnataka,Belagavi District,2014,15.5273,75.9239,4851,537,1011,725,136,2442,0.1107,0.2084,0.1495,0.028,4851.0,3861.99,0,1
Karnataka,Ballari,2014,15.2323,75.6289,3304,903,1157,422,233,589,0.2733,0.3502,0.1277,0.0705,3304.0,3861.99,1,1
Karnataka,Bidar,2014,15.5473,75.9439,4333,368,627,346,89,2903,0.0849,0.1447,0.0799,0.0205,3835.29,3861.99,0,1
Karnataka,Vijayapura,2014,15.3173,75.7139,2931,381,541,426,105,1478,0.13,0.1846,0.1453,0.0358,2931.0,3861.99,0,1
Karnataka,Chikkaballapura,2014,15.1273,75.5239,2405,221,565,320,98,1201,0.0919,0.2349,0.1331,0.0407,2405.0,3861.99,0,1
Karnataka,Chamarajnagar,2014,15.3773,75.7739,1607,142,353,202,37,873,0.0884,0.2197,0.1257,0.023,1569.57,3861.99,0,1
Karnataka,Chikkamagaluru,2014,15.0873,75.4839,2878,268,638,519,95,1358,0.0931,0.2217,0.1803,0.033,2878.0,3861.99,0,1
Karnataka,Chitradurga,2014,15.2373,75.6339,3981,207,716,624,89,2345,0.052,0.1799,0.1567,0.0224,3780.71,3861.99,0,1
Karnataka,Dakshina Kannada,2014,15.2623,75.6589,2087,143,366,241,100,1237,0.0685,0.1754,0.1155,0.0479,2087.0,3861.99,0,1
Karnataka,Davanagere,2014,15.4473,75.8439,3635,359,1199,512,119,1446,0.0988,0.3298,0.1409,0.0327,3117.5,3861.99,0,1
Karnataka,Dharwad,2014,15.4589,75.0078,1219,130,203,122,34,730,0.1066,0.1665,0.1001,0.0279,1219.0,3861.99,0,1
Karnataka,Gadag,2014,15.2073,75.6039,1109,108,264,116,51,570,0.0974,0.2381,0.1046,0.046,1044.43,3861.99,0,1
Karnataka,Kalaburgi,2014,15.1573,75.5539,4448,542,976,537,115,2278,0.1219,0.2194,0.1207,0.0259,4448.0,3861.99,0,1
Karnataka,Hassan,2014,15.2273,75.6239,5182,338,999,742,137,2966,0.0652,0.1928,0.1432,0.0264,4868.29,3861.99,1,1
Karnataka,Haveri,2014,15.5423,75.9389,2201,190,664,322,37,988,0.0863,0.3017,0.1463,0.0168,2106.14,3861.99,0,1
Karnataka,Hubballi Dharwad City,2014,15.4589,75.0078,1936,278,902,147,134,475,0.1436,0.4659,0.0759,0.0692,1936.0,3861.99,0,1
Karnataka,K.G.F.,2014,15.4423,75.8389,777,111,218,90,69,289,0.1429,0.2806,0.1158,0.0888,889.71,3861.99,0,1
Karnataka,Kodagu,2014,15.1573,75.5539,1824,176,418,211,88,931,0.0965,0.2292,0.1157,0.0482,1612.57,3861.99,0,1
Karnataka,Kolar,2014,15.4823,75.8789,2188,208,475,204,89,1212,0.0951,0.2171,0.0932,0.0407,2708.36,3861.99,0,1
Karnataka,Koppal,2014,15.4823,75.8789,1883,488,492,178,115,610,0.2592,0.2613,0.0945,0.0611,1626.21,3861.99,1,1
Karnataka,Mandya,2014,15.1123,75.5089,4984,419,1208,782,108,2467,0.0841,0.2424,0.1569,0.0217,4832.36,3861.99,0,1
Karnataka,Mangaluru City,2014,15.1023,75.4989,3039,272,688,251,294,1534,0.0895,0.2264,0.0826,0.0967,3039.0,3861.99,0,1
Karnataka,Mysuru City,2014,15.5623,75.9589,2766,295,1220,273,227,751,0.1067,0.4411,0.0987,0.0821,2766.0,3861.99,0,1
Karnataka,Mysuru District,2014,15.2123,75.6089,4118,313,1276,611,105,1813,0.076,0.3099,0.1484,0.0255,4118.0,3861.99,0,1
Karnataka,Raichur,2014,15.4623,75.8589,3128,301,543,645,141,1498,0.0962,0.1736,0.2062,0.0451,2843.86,3861.99,0,1
Karnataka,K.Railways,2014,15.3873,75.7839,1612,180,1424,14,6,0,0.1117,0.8834,0.0087,0.0037,1612.0,3861.99,0,1
Karnataka,Ramanagar,2014,15.4023,75.7989,4249,466,1162,442,114,2065,0.1097,0.2735,0.104,0.0268,4340.43,3861.99,0,1
Karnataka,Shimoga,2014,15.2973,75.6939,6043,370,1220,1149,262,3042,0.0612,0.2019,0.1901,0.0434,4813.07,3861.99,1,1
Karnataka,Tumakuru,2014,15.4373,75.8339,4523,329,789,646,189,2570,0.0727,0.1744,0.1428,0.0418,4523.0,3861.99,0,1
Karnataka,Udupi,2014,15.4773,75.8739,2496,170,430,262,140,1494,0.0681,0.1723,0.105,0.0561,2361.21,3861.99,0,1
Karnataka,Uttara Kannada,2014,15.1273,75.5239,2783,223,410,397,121,1632,0.0801,0.1473,0.1427,0.0435,2783.0,3861.99,0,1
Karnataka,Yadgiri,2014,15.1123,75.5089,1496,215,211,424,30,616,0.1437,0.141,0.2834,0.0201,1521.0,3861.99,0,1
Karnataka,Belagavi City,2014,15.4323,75.8289,2396,272,950,289,133,752,0.1135,0.3965,0.1206,0.0555,2396.0,3861.99,0,1
Kerala,Alapuzha,2014,10.8705,76.2911,11033,474,807,827,443,8482,0.043,0.0731,0.075,0.0402,8287.07,6956.6,1,7
Kerala,Ernakulam Commr.,2014,10.7805,76.2011,17088,182,943,452,752,14759,0.0107,0.0552,0.0265,0.044,11281.08,6956.6,1,7
Kerala,Ernakulam Rural,2014,10.6405,76.0611,20185,486,1077,730,332,17560,0.0241,0.0534,0.0362,0.0164,13093.33,6956.6,1,7
Kerala,Idukki,2014,10.9005,76.3211,5264,308,569,490,215,3682,0.0585,0.1081,0.0931,0.0408,5225.29,6956.6,1,7
Kerala,Kannur,2014,10.6755,76.0961,6716,425,613,853,276,4549,0.0633,0.0913,0.127,0.0411,6071.14,6956.6,1,7
Kerala,Kasargod,2014,10.7755,76.1961,5016,275,576,555,267,3343,0.0548,0.1148,0.1106,0.0532,3680.5,6956.6,1,7
Kerala,Kollam Commr.,2014,10.7705,76.1911,9314,459,390,740,200,7525,0.0493,0.0419,0.0795,0.0215,7633.75,6956.6,1,7
Kerala,Kollam Rural,2014,10.6555,76.0761,7910,441,679,920,208,5662,0.0558,0.0858,0.1163,0.0263,6921.0,6956.6,1,7
Kerala,Kottayam,2014,11.0855,76.5061,17769,419,730,541,257,15822,0.0236,0.0411,0.0304,0.0145,9133.0,6956.6,1,7
Kerala,Kozhikode Commr.,2014,11.2588,75.7804,4665,176,883,462,268,2876,0.0377,0.1893,0.099,0.0574,4070.58,6956.6,0,7
Kerala,Kozhikode Rural,2014,11.2588,75.7804,5391,583,751,759,410,2888,0.1081,0.1393,0.1408,0.0761,5402.08,6956.6,1,7
Kerala,Malappuram,2014,10.7305,76.1511,18057,346,1130,1474,383,14724,0.0192,0.0626,0.0816,0.0212,9581.14,6956.6,1,7
Kerala,Palakkad,2014,10.8855,76.3061,14780,431,924,930,441,12054,0.0292,0.0625,0.0629,0.0298,7667.93,6956.6,1,7
Kerala,Pathanamthitta,2014,10.7905,76.2111,8533,477,785,542,293,6436,0.0559,0.092,0.0635,0.0343,5143.57,6956.6,1,7
Kerala,Railways,2014,11.0105,76.4311,637,23,602,130,2,0,0.0361,0.9451,0.2041,0.0031,533.78,6956.6,0,7
Kerala,Thrissur Commr.,2014,10.5276,76.2144,6548,261,475,387,374,5051,0.0399,0.0725,0.0591,0.0571,6038.75,6956.6,1,7
Kerala,Thrissur Rural,2014,10.5276,76.2144,20117,529,770,1199,514,17105,0.0263,0.0383,0.0596,0.0256,15553.25,6956.6,1,7
Kerala,Trivandrum Commr.,2014,11.0655,76.4861,12504,381,912,681,304,10226,0.0305,0.0729,0.0545,0.0243,6642.08,6956.6,1,7
Kerala,Trivandrum Rural,2014,10.9805,76.4011,12024,866,1535,1784,390,7449,0.072,0.1277,0.1484,0.0324,9163.5,6956.6,1,7
Kerala,Wayanadu,2014,11.0555,76.4761,3182,167,264,469,177,2105,0.0525,0.083,0.1474,0.0556,2612.0,6956.6,0,7
Kerala,Crime Branch,2014,10.9605,76.3811,185,40,13,17,38,77,0.2162,0.0703,0.0919,0.2054,79.33,6956.6,0,7
Madhya Pradesh,Agar,2014,18.1067,83.3956,1652,154,388,165,19,926,0.0932,0.2349,0.0999,0.0115,1430.5,4043.21,0,0
Madhya Pradesh,Alirajpur,2014,23.1684,78.8519,1161,247,258,74,15,567,0.2127,0.2222,0.0637,0.0129,1255.0,4043.21,0,11
Madhya Pradesh,Anuppur,2014,23.1484,78.8319,2666,350,710,448,29,1129,0.1313,0.2663,0.168,0.0109,1532.67,4043.21,0,11
Madhya Pradesh,Ashok Nagar,2014,22.8084,78.4919,3366,740,496,549,24,1557,0.2198,0.1474,0.1631,0.0071,2402.67,4043.21,0,11
Madhya Pradesh,Balaghat,2014,22.9584,78.6419,3507,525,549,616,58,1759,0.1497,0.1565,0.1756,0.0165,2756.29,4043.21,0,11
Madhya Pradesh,Barwani,2014,22.9784,78.6619,2857,195,667,311,20,1664,0.0683,0.2335,0.1089,0.007,2154.0,4043.21,0,11
Madhya Pradesh,Betul,2014,23.1484,78.8319,6822,602,1140,1380,56,3644,0.0882,0.1671,0.2023,0.0082,3384.64,4043.21,1,11
Madhya Pradesh,Bhind,2014,22.8084,78.4919,4870,3007,1244,556,64,0,0.6175,0.2554,0.1142,0.0131,3720.86,4043.21,1,11
Madhya Pradesh,Bhopal,2014,23.2599,77.4126,16094,1722,7061,1157,212,5942,0.107,0.4387,0.0719,0.0132,14256.86,4043.21,1,11
Madhya Pradesh,Bhopal Railway,2014,23.2599,77.4126,3447,82,3346,29,5,0,0.0238,0.9707,0.0084,0.0015,3447.0,4043.21,0,11
Madhya Pradesh,Burhanpur,2014,22.9334,78.6169,1958,196,358,278,23,1103,0.1001,0.1828,0.142,0.0117,1337.25,4043.21,0,11
Madhya Pradesh,Chhatarpur,2014,23.0184,78.7019,4463,1115,828,484,51,1985,0.2498,0.1855,0.1084,0.0114,4310.21,4043.21,1,11
Madhya Pradesh,Chhindwara,2014,23.1184,78.8019,6275,4643,1068,845,70,0,0.7399,0.1702,0.1347,0.0112,4551.93,4043.21,1,11
Madhya Pradesh,Damoh,2014,22.7384,78.4219,2702,525,402,465,23,1287,0.1943,0.1488,0.1721,0.0085,2865.79,4043.21,0,11
Madhya Pradesh,Datia,2014,23.1234,78.8069,2783,437,442,315,36,1553,0.157,0.1588,0.1132,0.0129,2783.0,4043.21,0,11
Madhya Pradesh,Dewas,2014,22.9584,78.6419,7426,500,1392,731,56,4747,0.0673,0.1874,0.0984,0.0075,5976.57,4043.21,1,11
Madhya Pradesh,Dhar,2014,15.4589,75.0078,7479,1855,2236,620,72,2696,0.248,0.299,0.0829,0.0096,5475.86,4043.21,1,1
Madhya Pradesh,Dindori,2014,22.7284,78.4119,3851,216,296,629,25,2685,0.0561,0.0769,0.1633,0.0065,1164.64,4043.21,0,11
Madhya Pradesh,Guna,2014,22.9584,78.6419,4539,1487,1128,684,54,1186,0.3276,0.2485,0.1507,0.0119,3929.93,4043.21,1,11
Madhya Pradesh,Gwalior,2014,26.2183,78.1828,12958,991,4866,1424,161,5516,0.0765,0.3755,0.1099,0.0124,9632.64,4043.21,1,11
Madhya Pradesh,Harda,2014,23.0384,78.7219,2016,282,264,241,9,1220,0.1399,0.131,0.1195,0.0045,1216.29,4043.21,0,11
Madhya Pradesh,Hoshangabad,2014,23.1584,78.8419,4870,613,1286,661,45,2265,0.1259,0.2641,0.1357,0.0092,3558.0,4043.21,0,11
Madhya Pradesh,Indore,2014,22.7196,75.8577,23992,1956,16236,1462,226,4112,0.0815,0.6767,0.0609,0.0094,17902.79,4043.21,1,9
Madhya Pradesh,Indore Railway,2014,22.7196,75.8577,900,19,873,26,0,0,0.0211,0.97,0.0289,0.0,900.0,4043.21,0,9
Madhya Pradesh,Jabalpur,2014,23.1815,79.9864,12918,1701,3127,1485,122,6483,0.1317,0.2421,0.115,0.0094,10225.29,4043.21,1,11
Madhya Pradesh,Jabalpur Railway,2014,23.1815,79.9864,1918,81,1826,43,1,0,0.0422,0.952,0.0224,0.0005,1918.0,4043.21,0,11
Madhya Pradesh,Jhabua,2014,23.1184,78.8019,2990,545,624,322,48,1451,0.1823,0.2087,0.1077,0.0161,2465.14,4043.21,0,11
Madhya Pradesh,Katni,2014,23.1084,78.7919,3670,777,666,568,47,1612,0.2117,0.1815,0.1548,0.0128,2956.36,4043.21,0,11
Madhya Pradesh,Khandwa,2014,22.8834,78.5669,4011,443,1212,547,79,1730,0.1104,0.3022,0.1364,0.0197,3474.29,4043.21,0,11
Madhya Pradesh,Khargone,2014,22.8484,78.5319,4533,595,1240,847,39,1812,0.1313,0.2735,0.1869,0.0086,4533.0,4043.21,0,11
Madhya Pradesh,Mandla,2014,22.7384,78.4219,2220,837,258,408,26,691,0.377,0.1162,0.1838,0.0117,1911.57,4043.21,1,11
Madhya Pradesh,Mandsaur,2014,22.8484,78.5319,5565,598,1134,731,64,3038,0.1075,0.2038,0.1314,0.0115,3357.79,4043.21,1,11
Madhya Pradesh,Morena,2014,22.8584,78.5419,5944,1058,1322,567,21,2976,0.178,0.2224,0.0954,0.0035,5130.0,4043.21,1,11
Madhya Pradesh,Narsinghpur,2014,22.9434,78.6269,4449,3606,534,721,45,0,0.8105,0.12,0.1621,0.0101,2776.93,4043.21,1,11
Madhya Pradesh,Neemuch,2014,22.8684,78.5519,2986,230,658,274,22,1802,0.077,0.2204,0.0918,0.0074,2198.14,4043.21,0,11
Madhya Pradesh,Panna,2014,22.7284,78.4119,2063,760,336,298,22,647,0.3684,0.1629,0.1444,0.0107,1807.43,4043.21,1,11
Madhya Pradesh,Raisen,2014,22.8984,78.5819,5204,551,891,764,39,2959,0.1059,0.1712,0.1468,0.0075,3823.0,4043.21,1,11
Madhya Pradesh,Rajgarh,2014,23.0634,78.7469,5529,509,1046,797,96,3081,0.0921,0.1892,0.1441,0.0174,4586.93,4043.21,1,11
Madhya Pradesh,Ratlam,2014,23.0084,78.6919,4560,943,974,574,49,2020,0.2068,0.2136,0.1259,0.0107,3695.71,4043.21,0,11
Madhya Pradesh,Rewa,2014,23.0034,78.6869,6678,1040,2270,665,48,2655,0.1557,0.3399,0.0996,0.0072,5001.93,4043.21,1,11
Madhya Pradesh,Sagar,2014,23.2134,78.8969,7674,1205,1383,1123,54,3909,0.157,0.1802,0.1463,0.007,7907.64,4043.21,1,11
Madhya Pradesh,Satna,2014,23.1784,78.8619,7539,2409,1369,774,62,2925,0.3195,0.1816,0.1027,0.0082,5458.5,4043.21,1,11
Madhya Pradesh,Seoni,2014,22.8884,78.5719,3484,512,590,414,52,1916,0.147,0.1693,0.1188,0.0149,2540.21,4043.21,0,11
Madhya Pradesh,Shahdol,2014,22.7684,78.4519,5240,680,1222,928,55,2355,0.1298,0.2332,0.1771,0.0105,3434.5,4043.21,1,11
Madhya Pradesh,Shajapur,2014,23.0784,78.7619,3754,361,893,428,30,2042,0.0962,0.2379,0.114,0.008,3535.43,4043.21,0,11
Madhya Pradesh,Sheopur,2014,22.7384,78.4219,1578,263,231,184,16,884,0.1667,0.1464,0.1166,0.0101,1254.07,4043.21,0,11
Madhya Pradesh,Shivpuri,2014,23.1434,78.8269,5836,999,985,781,97,2974,0.1712,0.1688,0.1338,0.0166,4401.86,4043.21,1,11
Madhya Pradesh,Sidhi,2014,22.8634,78.5469,3576,373,438,330,28,2407,0.1043,0.1225,0.0923,0.0078,3245.57,4043.21,0,11
Madhya Pradesh,Sehore,2014,23.1234,78.8069,5006,537,1457,721,42,2249,0.1073,0.2911,0.144,0.0084,5006.0,4043.21,1,11
Madhya Pradesh,Singrauli,2014,23.1784,78.8619,3349,502,756,438,32,1621,0.1499,0.2257,0.1308,0.0096,2445.14,4043.21,0,11
Madhya Pradesh,Tikamgarh,2014,23.0834,78.7669,3458,641,586,482,29,1720,0.1854,0.1695,0.1394,0.0084,3182.21,4043.21,0,11
Madhya Pradesh,Ujjain,2014,23.1765,75.7885,9141,793,3050,1112,52,4134,0.0868,0.3337,0.1216,0.0057,8210.86,4043.21,1,9
Madhya Pradesh,Umaria,2014,22.8034,78.4869,2172,283,360,298,21,1210,0.1303,0.1657,0.1372,0.0097,2172.0,4043.21,0,11
Madhya Pradesh,Vidisha,2014,23.0934,78.7769,6009,870,1484,998,62,2595,0.1448,0.247,0.1661,0.0103,4338.21,4043.21,1,11
Madhya Pradesh,Cyber Cell,2014,23.0734,78.7569,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,4043.21,0,11
Maharashtra,Ahmednagar,2014,19.7715,75.7339,6957,1212,3654,949,211,931,0.1742,0.5252,0.1364,0.0303,6189.5,4538.57,1,9
Maharashtra,Akola,2014,19.8715,75.8339,4433,570,1771,546,142,1404,0.1286,0.3995,0.1232,0.032,4125.21,4538.57,0,9
Maharashtra,Amravati Commr.,2014,19.9615,75.9239,3338,348,1932,387,106,565,0.1043,0.5788,0.1159,0.0318,2784.5,4538.57,0,9
Maharashtra,Amravati Rural,2014,19.8215,75.7839,6948,864,2858,942,163,2121,0.1244,0.4113,0.1356,0.0235,4302.43,4538.57,1,9
Maharashtra,Aurangabad Commr.,2014,19.8762,75.3433,4821,626,3315,480,232,168,0.1298,0.6876,0.0996,0.0481,3230.43,4538.57,0,9
Maharashtra,Aurangabad Rural,2014,19.9115,75.8739,4237,428,2052,538,117,1102,0.101,0.4843,0.127,0.0276,3163.07,4538.57,0,9
Maharashtra,Beed,2014,19.6065,75.5689,4864,694,1783,805,153,1429,0.1427,0.3666,0.1655,0.0315,4194.14,4538.57,0,9
Maharashtra,Bhandara,2014,19.8215,75.7839,2003,197,1219,186,75,326,0.0984,0.6086,0.0929,0.0374,2329.29,4538.57,0,9
Maharashtra,Buldhana,2014,19.6415,75.6039,4453,534,1622,676,139,1482,0.1199,0.3642,0.1518,0.0312,3976.14,4538.57,0,9
Maharashtra,Chandrapur,2014,19.8215,75.7839,4441,517,1930,851,148,995,0.1164,0.4346,0.1916,0.0333,3815.36,4538.57,0,9
Maharashtra,Dhule,2014,19.8865,75.8489,2818,394,1008,481,89,846,0.1398,0.3577,0.1707,0.0316,2507.43,4538.57,0,9
Maharashtra,Gadchiroli,2014,19.7565,75.7189,875,191,366,113,53,152,0.2183,0.4183,0.1291,0.0606,1198.0,4538.57,0,9
Maharashtra,Gondia,2014,19.5815,75.5439,1836,249,876,281,51,379,0.1356,0.4771,0.1531,0.0278,1959.79,4538.57,0,9
Maharashtra,Hingoli,2014,19.6515,75.6139,1761,247,357,233,56,868,0.1403,0.2027,0.1323,0.0318,1697.64,4538.57,0,9
Maharashtra,Jalgaon,2014,19.7315,75.6939,6531,888,2470,971,214,1988,0.136,0.3782,0.1487,0.0328,4841.5,4538.57,1,9
Maharashtra,Jalna,2014,19.7165,75.6789,3372,707,1535,583,139,408,0.2097,0.4552,0.1729,0.0412,2836.21,4538.57,0,9
Maharashtra,Kolhapur,2014,19.6715,75.6339,4942,770,2425,590,339,818,0.1558,0.4907,0.1194,0.0686,3877.64,4538.57,0,9
Maharashtra,Latur,2014,19.8315,75.7939,4070,532,1513,789,179,1057,0.1307,0.3717,0.1939,0.044,3444.21,4538.57,0,9
Maharashtra,Mumbai Commr.,2014,18.922,72.8347,40361,7637,25788,4209,2648,79,0.1892,0.6389,0.1043,0.0656,35838.56,4538.57,1,9
Maharashtra,Mumbai Railway,2014,19.9715,75.9339,5216,654,4502,85,46,0,0.1254,0.8631,0.0163,0.0088,5216.0,4538.57,1,9
Maharashtra,Nagpur Commr.,2014,21.1458,79.0882,10436,1668,7826,763,427,0,0.1598,0.7499,0.0731,0.0409,8876.57,4538.57,1,9
Maharashtra,Nagpur Railway,2014,19.9615,75.9239,3214,124,3062,46,8,0,0.0386,0.9527,0.0143,0.0025,3214.0,4538.57,0,9
Maharashtra,Nagpur Rural,2014,19.6665,75.6289,4564,574,2506,525,101,858,0.1258,0.5491,0.115,0.0221,4486.93,4538.57,0,9
Maharashtra,Nanded,2014,19.9715,75.9339,4600,762,1476,419,52,1891,0.1657,0.3209,0.0911,0.0113,5152.43,4538.57,0,9
Maharashtra,Nandurbar,2014,19.5415,75.5039,1425,196,478,151,40,560,0.1375,0.3354,0.106,0.0281,1359.0,4538.57,0,9
Maharashtra,Nasik Commr.,2014,19.8865,75.8489,3883,483,2659,392,136,213,0.1244,0.6848,0.101,0.035,3669.29,4538.57,0,9
Maharashtra,Nasik Rural,2014,19.9065,75.8689,6832,1360,2387,837,211,2037,0.1991,0.3494,0.1225,0.0309,5029.64,4538.57,1,9
Maharashtra,Navi Mumbai,2014,19.5315,75.4939,5903,1032,3806,563,586,0,0.1748,0.6448,0.0954,0.0993,4617.29,4538.57,1,9
Maharashtra,Osmanabad,2014,19.6415,75.6039,2825,374,1242,397,94,718,0.1324,0.4396,0.1405,0.0333,2868.93,4538.57,0,9
Maharashtra,Palghar,2014,19.5615,75.5239,5255,1042,3313,590,271,39,0.1983,0.6304,0.1123,0.0516,5255.0,4538.57,1,9
Maharashtra,Parbhani,2014,19.5665,75.5289,3606,640,1360,530,173,903,0.1775,0.3771,0.147,0.048,2769.5,4538.57,0,9
Maharashtra,Pune Commr.,2014,18.5204,73.8567,16557,2813,12049,1541,808,0,0.1699,0.7277,0.0931,0.0488,12831.43,4538.57,1,9
Maharashtra,Pune Railway,2014,19.7715,75.7339,1197,98,1087,14,2,0,0.0819,0.9081,0.0117,0.0017,1197.0,4538.57,0,9
Maharashtra,Pune Rural,2014,19.6315,75.5939,10334,1597,6634,1127,319,657,0.1545,0.642,0.1091,0.0309,6693.21,4538.57,1,9
Maharashtra,Raigad,2014,19.7865,75.7489,2601,362,1281,294,164,500,0.1392,0.4925,0.113,0.0631,2246.21,4538.57,0,9
Maharashtra,Ratnagiri,2014,19.9015,75.8639,1568,157,781,177,84,369,0.1001,0.4981,0.1129,0.0536,1468.36,4538.57,0,9
Maharashtra,Sangli,2014,19.5815,75.5439,5171,597,1634,509,219,2212,0.1155,0.316,0.0984,0.0424,3002.36,4538.57,1,9
Maharashtra,Satara,2014,19.8865,75.8489,6062,906,3263,736,181,976,0.1495,0.5383,0.1214,0.0299,4346.29,4538.57,1,9
Maharashtra,Sindhudurg,2014,19.7465,75.7089,789,112,427,70,25,155,0.142,0.5412,0.0887,0.0317,811.5,4538.57,0,9
Maharashtra,Solapur Commr.,2014,19.8765,75.8389,2344,333,1605,210,105,91,0.1421,0.6847,0.0896,0.0448,1773.5,4538.57,0,9
Maharashtra,Solapur Rural,2014,19.7715,75.7339,6235,952,2607,653,104,1919,0.1527,0.4181,0.1047,0.0167,4144.57,4538.57,1,9
Maharashtra,Thane Commr.,2014,19.2183,72.9781,15022,3653,9276,1530,991,0,0.2432,0.6175,0.1019,0.066,9597.86,4538.57,1,9
Maharashtra,Thane Rural,2014,19.5965,75.5589,3641,731,1895,531,327,157,0.2008,0.5205,0.1458,0.0898,5168.0,4538.57,0,9
Maharashtra,Wardha,2014,19.8415,75.8039,3687,479,1882,567,114,645,0.1299,0.5104,0.1538,0.0309,3827.07,4538.57,0,9
Maharashtra,Washim,2014,19.5515,75.5139,2579,368,1145,362,81,623,0.1427,0.444,0.1404,0.0314,2155.71,4538.57,0,9
Maharashtra,Yavatmal,2014,19.9265,75.8889,9951,1155,4526,1361,216,2693,0.1161,0.4548,0.1368,0.0217,5817.07,4538.57,1,9
Manipur,Bishnupur,2014,24.4637,93.7063,307,98,116,33,5,55,0.3192,0.3779,0.1075,0.0163,296.64,321.73,1,4
Manipur,Chandel,2014,24.8937,94.1363,70,21,24,2,3,20,0.3,0.3429,0.0286,0.0429,73.86,321.73,1,4
Manipur,Churachandpur,2014,24.7837,94.0263,137,46,72,14,7,0,0.3358,0.5255,0.1022,0.0511,128.93,321.73,1,4
Manipur,C. I. D.,2014,24.6537,93.8963,1,0,0,0,0,1,0.0,0.0,0.0,0.0,46.0,321.73,0,4
Manipur,Imphal East,2014,28.6333,77.2833,822,197,531,63,24,7,0.2397,0.646,0.0766,0.0292,635.89,321.73,0,10
Manipur,Imphal West,2014,28.65,77.1,1544,396,978,137,47,0,0.2565,0.6334,0.0887,0.0304,1308.89,321.73,1,10
Manipur,Senapati,2014,24.4637,93.7063,121,42,26,6,4,43,0.3471,0.2149,0.0496,0.0331,140.29,321.73,1,4
Manipur,Tamenglong,2014,24.4787,93.7213,125,53,24,0,11,37,0.424,0.192,0.0,0.088,48.79,321.73,1,4
Manipur,Thoubal,2014,24.4487,93.6913,831,361,340,120,35,0,0.4344,0.4091,0.1444,0.0421,528.14,321.73,1,4
Manipur,Ukhrul,2014,24.7087,93.9513,58,33,10,2,6,7,0.569,0.1724,0.0345,0.1034,65.93,321.73,1,4
Meghalaya,Garo Hills East,2014,28.6333,77.2833,170,45,115,12,5,0,0.2647,0.6765,0.0706,0.0294,154.64,312.32,1,10
